Student ID,University ranking,Student's University dropout rate,SOP rating,CGPA,ZIP Code,GRE,Employed,Strong LOR,Have non academic activities,Been abroad
2453.0,26.0,6.36,3.0,5.42,94596.0,295.0,0.0,0.0,0.0,1.0
188.0,61.0,20.68,3.0,8.15,94305.0,299.0,0.0,0.0,0.0,1.0
4179.0,86.0,29.55,1.0,6.67,91311.0,298.0,0.0,0.0,0.0,0.0
2979.0,77.0,27.5,2.0,5.33,94550.0,293.0,0.0,0.0,0.0,1.0
4343.0,37.0,11.14,1.0,5.77,93611.0,301.0,0.0,0.0,1.0,1.0
2581.0,37.0,10.45,1.0,7.94,92624.0,320.0,0.0,0.0,0.0,0.0
1458.0,53.0,17.95,3.0,5.35,94304.0,294.0,1.0,0.0,0.0,0.0
743.0,35.0,11.14,1.0,6.52,92626.0,302.0,0.0,0.0,0.0,1.0
1636.0,66.0,22.73,1.0,6.29,91330.0,304.0,0.0,0.0,0.0,0.0
1560.0,86.0,29.55,2.0,6.96,92677.0,305.0,0.0,0.0,0.0,1.0
3317.0,70.0,27.5,3.0,6.15,94501.0,300.0,0.0,0.0,0.0,1.0
4998.0,93.0,32.27,3.0,5.33,93023.0,291.0,0.0,0.0,0.0,0.0
4234.0,37.0,11.14,1.0,7.62,95929.0,306.0,0.0,0.0,0.0,1.0
4622.0,80.0,28.18,1.0,6.08,93407.0,298.0,1.0,1.0,1.0,1.0
3262.0,94.0,32.95,1.0,7.56,91103.0,309.0,0.0,0.0,0.0,0.0
3271.0,65.0,23.41,2.0,8.56,94609.0,308.0,0.0,0.0,0.0,1.0
4134.0,54.0,17.27,1.0,7.52,94720.0,307.0,1.0,0.0,0.0,0.0
4366.0,28.0,7.05,1.0,6.6,95020.0,302.0,0.0,0.0,0.0,0.0
1665.0,86.0,30.91,1.0,6.15,91605.0,298.0,0.0,0.0,0.0,1.0
1167.0,33.0,9.77,2.0,7.17,91711.0,315.0,1.0,0.0,0.0,0.0
1565.0,94.0,32.95,2.0,6.15,94706.0,296.0,0.0,0.0,0.0,1.0
252.0,73.0,26.14,2.0,8.38,92182.0,321.0,0.0,0.0,0.0,1.0
2074.0,60.0,20.68,3.0,5.96,91107.0,293.0,1.0,0.0,0.0,1.0
4868.0,46.0,15.23,3.0,6.1,94598.0,291.0,0.0,0.0,0.0,1.0
4810.0,58.0,18.64,2.0,5.5,94501.0,293.0,0.0,0.0,0.0,0.0
1693.0,80.0,28.86,1.0,5.5,93014.0,297.0,0.0,0.0,0.0,1.0
1031.0,86.0,30.91,3.0,7.17,90024.0,298.0,1.0,0.0,0.0,0.0
3038.0,28.0,7.73,2.0,8.12,95060.0,292.0,0.0,1.0,0.0,1.0
3863.0,84.0,30.23,1.0,6.17,94104.0,302.0,0.0,0.0,0.0,1.0
174.0,84.0,28.86,1.0,5.71,90095.0,297.0,1.0,0.0,0.0,1.0
3922.0,35.0,9.77,1.0,5.83,95812.0,296.0,0.0,0.0,0.0,1.0
4307.0,44.0,13.18,1.0,5.69,92123.0,300.0,0.0,0.0,0.0,1.0
2647.0,60.0,20.0,3.0,8.81,92007.0,303.0,0.0,0.0,0.0,0.0
1322.0,30.0,7.73,1.0,7.4,95138.0,317.0,0.0,0.0,0.0,0.0
4717.0,84.0,30.23,1.0,6.56,95616.0,297.0,0.0,0.0,1.0,1.0
2482.0,77.0,26.82,2.0,6.17,94306.0,299.0,0.0,0.0,0.0,0.0
440.0,65.0,21.36,1.0,5.44,94304.0,293.0,0.0,0.0,0.0,1.0
304.0,68.0,22.73,1.0,8.9,95605.0,305.0,0.0,0.0,0.0,0.0
2304.0,61.0,21.36,3.0,6.69,94720.0,294.0,1.0,0.0,0.0,1.0
20.0,73.0,26.82,2.0,5.27,94720.0,292.0,1.0,0.0,1.0,0.0
3233.0,68.0,26.82,3.0,6.19,92093.0,300.0,0.0,0.0,0.0,1.0
3368.0,72.0,24.09,2.0,5.94,92122.0,298.0,0.0,0.0,0.0,1.0
1331.0,40.0,12.5,1.0,6.17,92346.0,290.0,1.0,0.0,0.0,1.0
342.0,35.0,10.45,2.0,5.98,92038.0,300.0,0.0,0.0,0.0,1.0
3916.0,47.0,15.23,1.0,6.73,92037.0,304.0,1.0,0.0,0.0,1.0
3329.0,60.0,20.0,1.0,5.29,90230.0,290.0,0.0,0.0,0.0,0.0
2585.0,84.0,29.55,2.0,7.21,94606.0,311.0,0.0,0.0,0.0,1.0
2073.0,30.0,9.09,1.0,5.65,95831.0,291.0,1.0,0.0,0.0,1.0
2675.0,35.0,9.77,1.0,6.94,90245.0,293.0,0.0,0.0,0.0,1.0
1927.0,35.0,9.77,2.0,5.69,90095.0,302.0,0.0,0.0,0.0,1.0
1187.0,91.0,31.59,2.0,5.73,94928.0,296.0,0.0,0.0,0.0,1.0
3518.0,35.0,9.77,3.0,6.81,94234.0,309.0,1.0,0.0,0.0,0.0
4145.0,65.0,21.36,1.0,7.71,91367.0,306.0,1.0,0.0,0.0,1.0
1570.0,72.0,24.09,2.0,5.75,94305.0,299.0,0.0,0.0,0.0,0.0
1486.0,40.0,12.5,2.0,6.9,90245.0,301.0,0.0,0.0,0.0,1.0
4452.0,96.0,35.0,1.0,5.21,92130.0,292.0,0.0,0.0,0.0,1.0
292.0,53.0,18.64,2.0,5.0,90089.0,293.0,0.0,0.0,0.0,1.0
4166.0,91.0,32.27,3.0,7.65,91768.0,309.0,0.0,0.0,0.0,0.0
164.0,32.0,8.41,1.0,6.29,91125.0,303.0,0.0,0.0,0.0,1.0
2186.0,77.0,26.14,3.0,6.27,92009.0,298.0,1.0,0.0,0.0,1.0
1018.0,33.0,10.45,3.0,5.67,94305.0,296.0,0.0,0.0,0.0,0.0
4653.0,46.0,15.23,1.0,8.67,91311.0,330.0,0.0,0.0,0.0,1.0
2913.0,60.0,19.32,2.0,7.54,90291.0,306.0,0.0,0.0,0.0,0.0
351.0,49.0,15.91,3.0,7.19,94301.0,295.0,0.0,0.0,1.0,1.0
602.0,80.0,28.86,1.0,5.62,91320.0,297.0,1.0,0.0,0.0,1.0
4296.0,96.0,33.64,3.0,6.73,91360.0,290.0,0.0,0.0,0.0,0.0
3179.0,61.0,20.68,3.0,6.31,95814.0,299.0,0.0,0.0,0.0,0.0
2320.0,40.0,12.5,1.0,8.96,95819.0,305.0,0.0,0.0,0.0,1.0
1029.0,32.0,9.09,3.0,7.12,92096.0,302.0,0.0,0.0,0.0,0.0
3719.0,58.0,20.0,3.0,5.0,92833.0,290.0,1.0,0.0,0.0,0.0
720.0,86.0,30.91,1.0,7.12,92521.0,312.0,0.0,0.0,1.0,1.0
1223.0,89.0,30.91,2.0,5.25,90011.0,292.0,0.0,0.0,0.0,0.0
1019.0,51.0,15.91,3.0,6.1,90018.0,293.0,0.0,0.0,0.0,0.0
3235.0,46.0,14.55,2.0,7.21,91107.0,293.0,0.0,0.0,0.0,1.0
1095.0,66.0,23.41,1.0,5.75,94086.0,299.0,1.0,0.0,0.0,1.0
2990.0,56.0,17.95,1.0,7.79,93106.0,307.0,0.0,0.0,0.0,1.0
2061.0,75.0,26.14,3.0,5.54,92093.0,290.0,1.0,0.0,0.0,1.0
2089.0,40.0,15.91,3.0,5.44,94701.0,300.0,0.0,0.0,1.0,0.0
3872.0,53.0,16.59,1.0,7.44,91304.0,299.0,1.0,0.0,0.0,0.0
2668.0,93.0,32.27,2.0,6.04,94112.0,290.0,0.0,0.0,0.0,1.0
4755.0,82.0,28.18,1.0,6.77,94025.0,298.0,0.0,0.0,0.0,0.0
2783.0,63.0,21.36,1.0,5.94,92691.0,291.0,0.0,0.0,0.0,0.0
4852.0,79.0,26.82,1.0,7.42,93407.0,291.0,0.0,0.0,0.0,1.0
1529.0,40.0,12.5,1.0,7.62,94550.0,313.0,0.0,0.0,1.0,1.0
2767.0,80.0,28.86,1.0,7.08,95123.0,312.0,0.0,0.0,0.0,1.0
2334.0,61.0,20.0,1.0,6.1,95812.0,293.0,1.0,1.0,1.0,1.0
1460.0,60.0,21.36,2.0,5.62,92115.0,302.0,0.0,0.0,0.0,0.0
1317.0,30.0,8.41,3.0,5.9,94086.0,298.0,0.0,0.0,0.0,0.0
734.0,66.0,22.73,1.0,6.5,92009.0,296.0,0.0,0.0,0.0,1.0
1908.0,56.0,17.95,1.0,7.23,93711.0,291.0,0.0,0.0,0.0,0.0
1406.0,63.0,20.68,2.0,8.65,91605.0,305.0,1.0,1.0,0.0,1.0
3621.0,75.0,25.45,1.0,7.58,95020.0,291.0,0.0,0.0,0.0,0.0
1245.0,39.0,11.82,2.0,7.54,94720.0,321.0,1.0,0.0,0.0,0.0
1502.0,32.0,9.77,2.0,5.56,92130.0,291.0,1.0,0.0,1.0,0.0
1215.0,87.0,30.91,2.0,5.15,92521.0,292.0,0.0,0.0,0.0,0.0
239.0,80.0,28.18,1.0,5.42,95831.0,291.0,1.0,0.0,0.0,1.0
311.0,80.0,28.18,1.0,5.65,90277.0,294.0,1.0,0.0,0.0,1.0
1954.0,68.0,22.73,1.0,5.29,90058.0,291.0,0.0,0.0,0.0,1.0
3231.0,94.0,33.64,1.0,5.83,94708.0,302.0,1.0,0.0,0.0,0.0
4732.0,44.0,14.55,3.0,5.44,91711.0,297.0,1.0,0.0,0.0,1.0
2016.0,33.0,9.77,1.0,7.77,95747.0,294.0,0.0,0.0,0.0,1.0
3918.0,51.0,17.27,1.0,6.69,94608.0,290.0,0.0,0.0,0.0,1.0
3555.0,47.0,14.55,3.0,6.33,92407.0,300.0,0.0,0.0,1.0,0.0
3290.0,68.0,23.41,1.0,5.75,94303.0,291.0,1.0,0.0,0.0,1.0
2897.0,73.0,26.14,1.0,6.52,94720.0,294.0,0.0,0.0,0.0,0.0
753.0,93.0,32.95,2.0,5.29,90071.0,293.0,0.0,0.0,0.0,0.0
4566.0,39.0,11.82,3.0,7.33,92614.0,311.0,1.0,0.0,0.0,0.0
1504.0,39.0,12.5,2.0,5.92,94720.0,301.0,0.0,0.0,0.0,0.0
598.0,21.0,5.68,1.0,7.44,92835.0,326.0,1.0,0.0,1.0,0.0
3701.0,63.0,22.05,1.0,7.5,94608.0,318.0,0.0,0.0,1.0,0.0
1041.0,35.0,13.86,3.0,6.46,91107.0,299.0,0.0,0.0,0.0,0.0
4778.0,39.0,11.14,2.0,5.46,94534.0,292.0,0.0,0.0,0.0,1.0
248.0,75.0,25.45,2.0,7.33,92626.0,303.0,0.0,1.0,1.0,1.0
22.0,72.0,28.18,3.0,6.15,90095.0,300.0,0.0,0.0,0.0,1.0
4152.0,56.0,19.32,1.0,7.4,95841.0,319.0,1.0,1.0,0.0,1.0
943.0,75.0,26.82,2.0,5.46,91320.0,293.0,1.0,0.0,0.0,0.0
1929.0,84.0,28.86,3.0,5.56,94122.0,296.0,0.0,0.0,0.0,1.0
3737.0,77.0,26.14,2.0,6.46,96001.0,299.0,0.0,0.0,0.0,0.0
4538.0,87.0,31.59,3.0,6.15,95929.0,302.0,1.0,0.0,0.0,1.0
233.0,58.0,20.68,2.0,5.62,94122.0,302.0,0.0,0.0,0.0,0.0
4212.0,53.0,16.59,2.0,7.0,94301.0,299.0,0.0,0.0,0.0,0.0
338.0,72.0,28.18,3.0,6.25,94117.0,297.0,0.0,0.0,0.0,1.0
663.0,96.0,33.64,2.0,8.69,93561.0,300.0,0.0,0.0,0.0,0.0
1906.0,23.0,6.36,1.0,7.17,92507.0,300.0,0.0,0.0,0.0,1.0
1101.0,53.0,17.95,1.0,5.1,91711.0,291.0,0.0,0.0,0.0,1.0
3806.0,33.0,9.09,1.0,6.58,93109.0,294.0,0.0,0.0,0.0,0.0
1128.0,40.0,13.18,1.0,6.04,91101.0,302.0,1.0,0.0,0.0,1.0
3597.0,60.0,19.32,1.0,6.67,94720.0,313.0,0.0,0.0,0.0,0.0
4.0,40.0,13.18,2.0,6.92,94112.0,303.0,0.0,0.0,0.0,0.0
4670.0,26.0,7.73,2.0,6.17,94501.0,299.0,1.0,0.0,0.0,1.0
1092.0,54.0,17.27,3.0,5.83,94720.0,291.0,1.0,0.0,0.0,1.0
3635.0,86.0,29.55,3.0,6.35,90009.0,301.0,0.0,0.0,0.0,0.0
4072.0,35.0,9.77,2.0,5.35,94304.0,295.0,1.0,0.0,0.0,0.0
1985.0,26.0,7.05,2.0,5.98,92630.0,298.0,0.0,0.0,0.0,1.0
523.0,44.0,13.86,1.0,6.33,91007.0,304.0,0.0,0.0,0.0,0.0
2884.0,49.0,16.59,2.0,6.75,90024.0,297.0,0.0,0.0,0.0,1.0
1638.0,35.0,9.77,3.0,8.85,94022.0,321.0,0.0,0.0,0.0,1.0
2751.0,82.0,28.18,2.0,5.33,94501.0,290.0,0.0,0.0,0.0,0.0
810.0,75.0,26.14,3.0,7.15,94304.0,290.0,1.0,0.0,0.0,0.0
1110.0,96.0,33.64,1.0,7.35,92126.0,300.0,0.0,0.0,0.0,1.0
822.0,47.0,15.91,3.0,5.52,92093.0,297.0,0.0,0.0,0.0,0.0
59.0,28.0,8.41,1.0,6.77,94065.0,291.0,0.0,0.0,0.0,0.0
2147.0,30.0,7.73,3.0,5.46,93108.0,295.0,0.0,0.0,0.0,0.0
2391.0,40.0,11.82,1.0,5.69,95814.0,300.0,0.0,0.0,0.0,1.0
1790.0,60.0,19.32,1.0,8.4,91330.0,293.0,1.0,1.0,0.0,1.0
263.0,65.0,22.73,3.0,5.52,90245.0,291.0,1.0,1.0,0.0,1.0
4565.0,80.0,28.86,1.0,5.42,90095.0,291.0,0.0,0.0,0.0,0.0
3983.0,25.0,5.68,1.0,7.31,94566.0,297.0,0.0,0.0,0.0,1.0
1303.0,53.0,17.95,3.0,5.62,94087.0,294.0,0.0,0.0,0.0,0.0
1256.0,26.0,7.73,3.0,6.5,95354.0,298.0,1.0,0.0,0.0,1.0
1145.0,66.0,22.73,2.0,6.73,95822.0,304.0,0.0,0.0,0.0,0.0
3593.0,30.0,11.82,3.0,5.25,94704.0,293.0,0.0,0.0,0.0,0.0
385.0,68.0,24.09,3.0,5.27,9307.0,293.0,1.0,0.0,0.0,1.0
1378.0,30.0,7.73,1.0,7.1,93023.0,302.0,0.0,0.0,0.0,1.0
4448.0,63.0,22.73,2.0,6.46,95616.0,300.0,0.0,0.0,0.0,1.0
804.0,72.0,24.77,3.0,6.12,92661.0,299.0,0.0,0.0,0.0,0.0
2446.0,65.0,21.36,3.0,5.35,93106.0,294.0,0.0,0.0,0.0,1.0
1509.0,42.0,13.18,3.0,6.4,93940.0,293.0,1.0,0.0,0.0,1.0
1712.0,30.0,7.73,1.0,9.02,95819.0,321.0,0.0,0.0,0.0,1.0
2635.0,40.0,12.5,1.0,6.4,94303.0,304.0,0.0,0.0,0.0,0.0
919.0,53.0,17.27,3.0,6.17,92325.0,292.0,0.0,0.0,0.0,0.0
3814.0,89.0,31.59,2.0,5.23,91343.0,296.0,0.0,0.0,0.0,1.0
2173.0,51.0,15.91,2.0,6.48,92028.0,299.0,0.0,0.0,0.0,0.0
2794.0,82.0,28.18,1.0,7.38,94301.0,320.0,1.0,1.0,1.0,1.0
2969.0,56.0,19.32,1.0,8.21,90840.0,296.0,0.0,0.0,0.0,0.0
3679.0,68.0,22.73,1.0,5.46,92093.0,293.0,0.0,0.0,0.0,0.0
542.0,35.0,9.77,1.0,7.77,95014.0,311.0,0.0,0.0,0.0,0.0
1937.0,66.0,23.41,2.0,6.54,90291.0,305.0,0.0,0.0,0.0,1.0
1117.0,56.0,18.64,1.0,7.38,92056.0,325.0,1.0,0.0,0.0,1.0
3511.0,44.0,15.23,2.0,6.27,92124.0,301.0,0.0,0.0,0.0,0.0
561.0,56.0,18.64,3.0,6.06,93943.0,308.0,0.0,0.0,0.0,1.0
1184.0,68.0,23.41,2.0,5.56,94105.0,298.0,1.0,0.0,0.0,1.0
3055.0,61.0,20.0,2.0,7.62,92697.0,317.0,1.0,1.0,0.0,1.0
2980.0,80.0,28.18,1.0,6.96,90210.0,303.0,0.0,0.0,0.0,1.0
3889.0,56.0,20.0,2.0,6.52,95133.0,303.0,1.0,0.0,0.0,1.0
4628.0,26.0,7.73,2.0,7.62,93106.0,298.0,0.0,0.0,0.0,1.0
3310.0,72.0,24.77,2.0,5.73,94611.0,291.0,0.0,0.0,0.0,1.0
175.0,54.0,17.95,2.0,8.33,95503.0,329.0,0.0,0.0,0.0,1.0
4352.0,30.0,9.77,2.0,5.5,94132.0,300.0,1.0,0.0,0.0,1.0
685.0,54.0,18.64,1.0,8.25,90266.0,302.0,0.0,0.0,0.0,1.0
4806.0,35.0,9.77,1.0,8.17,90630.0,311.0,0.0,0.0,0.0,1.0
2968.0,49.0,15.23,1.0,6.81,94109.0,299.0,1.0,0.0,0.0,1.0
3488.0,32.0,9.09,3.0,7.0,91711.0,299.0,1.0,0.0,0.0,0.0
1788.0,35.0,11.14,1.0,5.75,94608.0,291.0,1.0,1.0,1.0,1.0
3382.0,51.0,15.91,1.0,7.81,91711.0,307.0,1.0,0.0,0.0,1.0
2850.0,61.0,20.0,1.0,8.12,94085.0,323.0,1.0,0.0,0.0,1.0
1867.0,66.0,22.05,2.0,6.71,94523.0,303.0,0.0,0.0,0.0,1.0
1233.0,58.0,18.64,3.0,6.58,92646.0,291.0,0.0,0.0,0.0,1.0
4650.0,86.0,29.55,1.0,7.35,91423.0,311.0,0.0,0.0,0.0,1.0
837.0,54.0,17.95,1.0,6.38,92123.0,305.0,1.0,0.0,0.0,0.0
3640.0,70.0,24.09,1.0,8.81,94063.0,330.0,0.0,0.0,1.0,1.0
1313.0,61.0,20.68,1.0,5.71,92691.0,302.0,1.0,0.0,0.0,1.0
4092.0,35.0,11.14,1.0,7.38,94025.0,296.0,1.0,0.0,0.0,1.0
1119.0,54.0,17.95,1.0,6.88,95670.0,292.0,1.0,0.0,0.0,1.0
1118.0,56.0,17.95,1.0,7.85,94709.0,298.0,1.0,0.0,0.0,1.0
2545.0,84.0,28.86,2.0,6.71,95039.0,308.0,0.0,0.0,0.0,0.0
4774.0,73.0,25.45,2.0,5.83,92029.0,299.0,0.0,0.0,0.0,1.0
3994.0,35.0,9.77,3.0,5.1,93555.0,294.0,0.0,0.0,0.0,1.0
315.0,89.0,32.27,3.0,5.77,93437.0,293.0,0.0,0.0,0.0,1.0
2117.0,54.0,19.32,2.0,6.29,94920.0,303.0,0.0,0.0,0.0,0.0
4816.0,80.0,28.86,1.0,6.9,92697.0,297.0,1.0,0.0,0.0,0.0
2793.0,77.0,26.14,1.0,5.75,95616.0,297.0,0.0,0.0,0.0,1.0
703.0,40.0,13.18,1.0,7.1,92709.0,310.0,0.0,0.0,0.0,0.0
4901.0,26.0,7.05,1.0,6.38,90028.0,301.0,0.0,0.0,0.0,1.0
3260.0,39.0,11.82,1.0,5.96,92251.0,301.0,1.0,0.0,0.0,0.0
32.0,53.0,16.59,2.0,5.44,94117.0,300.0,0.0,0.0,0.0,1.0
3147.0,26.0,7.05,2.0,5.62,91910.0,298.0,0.0,0.0,0.0,1.0
4201.0,58.0,18.64,1.0,6.38,94035.0,299.0,1.0,0.0,0.0,0.0
1679.0,77.0,27.5,1.0,6.35,94035.0,295.0,0.0,0.0,0.0,0.0
4161.0,32.0,9.77,2.0,5.06,95054.0,290.0,1.0,0.0,0.0,1.0
732.0,30.0,8.41,1.0,6.71,90066.0,306.0,1.0,0.0,0.0,1.0
1764.0,66.0,22.05,1.0,7.62,94105.0,315.0,1.0,0.0,0.0,0.0
2201.0,68.0,23.41,1.0,5.44,90095.0,296.0,0.0,0.0,0.0,0.0
862.0,77.0,30.23,3.0,5.42,92354.0,297.0,0.0,0.0,1.0,1.0
4253.0,75.0,26.14,3.0,6.52,91107.0,290.0,0.0,0.0,0.0,0.0
2392.0,46.0,15.91,2.0,7.71,92697.0,313.0,0.0,0.0,0.0,1.0
4685.0,84.0,29.55,1.0,6.98,91360.0,303.0,0.0,0.0,0.0,1.0
1073.0,66.0,26.14,3.0,6.4,90089.0,312.0,0.0,0.0,0.0,0.0
2379.0,33.0,9.77,2.0,6.1,95605.0,294.0,0.0,1.0,1.0,1.0
1605.0,75.0,26.82,3.0,7.15,90502.0,308.0,1.0,0.0,0.0,0.0
1898.0,75.0,26.14,3.0,6.88,93065.0,290.0,0.0,0.0,0.0,0.0
2358.0,58.0,19.32,2.0,5.54,95005.0,290.0,0.0,0.0,0.0,0.0
2705.0,47.0,15.23,1.0,8.81,91710.0,305.0,0.0,0.0,0.0,1.0
4098.0,84.0,30.23,1.0,6.75,95670.0,300.0,0.0,0.0,0.0,0.0
723.0,61.0,20.0,2.0,7.58,91103.0,296.0,1.0,1.0,0.0,1.0
2596.0,42.0,13.18,1.0,7.02,92780.0,313.0,0.0,0.0,0.0,0.0
2352.0,79.0,26.82,3.0,6.38,94611.0,306.0,1.0,0.0,0.0,1.0
2544.0,93.0,32.95,2.0,5.33,94117.0,293.0,0.0,0.0,0.0,0.0
2462.0,33.0,9.77,2.0,6.27,94302.0,294.0,0.0,0.0,0.0,1.0
2810.0,53.0,17.95,2.0,8.69,94705.0,301.0,1.0,1.0,1.0,1.0
